Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Jack o'Lantern
buildcraftsilicon:plug_facade:0, Facade: Redstone Lamp
buildcraftsilicon:plug_facade:0, Facade: Redstone Lamp
buildcraftsilicon:plug_facade:0, Facade: Redstone
buildcraftsilicon:plug_facade:0, Facade: Redstone
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Birch Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magma Block
buildcraftsilicon:plug_facade:0, Facade: Magma Block
buildcraftsilicon:plug_facade:0, Facade: Melon
buildcraftsilicon:plug_facade:0, Facade: Melon
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Stone Monster Egg
buildcraftsilicon:plug_facade:0, Facade: Moss Stone
buildcraftsilicon:plug_facade:0, Facade: Moss Stone
buildcraftsilicon:plug_facade:0, Facade: Mycelium
buildcraftsilicon:plug_facade:0, Facade: Mycelium
buildcraftsilicon:plug_facade:0, Facade: Mycelium
buildcraftsilicon:plug_facade:0, Facade: Mycelium
buildcraftsilicon:plug_facade:0, Facade: Nether Brick
buildcraftsilicon:plug_facade:0, Facade: Nether Brick
buildcraftsilicon:plug_facade:0, Facade: Nether Wart Block
buildcraftsilicon:plug_facade:0, Facade: Nether Wart Block
buildcraftsilicon:plug_facade:0, Facade: Netherrack
buildcraftsilicon:plug_facade:0, Facade: Netherrack
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Observer
buildcraftsilicon:plug_facade:0, Facade: Obsidian
buildcraftsilicon:plug_facade:0, Facade: Obsidian
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Packed Ice
buildcraftsilicon:plug_facade:0, Facade: Packed Ice
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Oak Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Oak Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Spruce Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Birch Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Birch Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Jungle Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Acacia Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Dark Oak Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Prismarine
buildcraftsilicon:plug_facade:0, Facade: Prismarine
buildcraftsilicon:plug_facade:0, Facade: Prismarine Bricks
buildcraftsilicon:plug_facade:0, Facade: Prismarine Bricks
buildcraftsilicon:plug_facade:0, Facade: Dark Prismarine
buildcraftsilicon:plug_facade:0, Facade: Dark Prismarine
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Pumpkin
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purpur Block
buildcraftsilicon:plug_facade:0, Facade: Purpur Block
buildcraftsilicon:plug_facade:0, Facade: Purpur Slab
buildcraftsilicon:plug_facade:0, Facade: Purpur Slab
buildcraftsilicon:plug_facade:0, Facade: Purpur Pillar
buildcraftsilicon:plug_facade:0, Facade: Purpur Pillar
buildcraftsilicon:plug_facade:0, Facade: Purpur Pillar
buildcraftsilicon:plug_facade:0, Facade: Purpur Pillar
buildcraftsilicon:plug_facade:0, Facade: Purpur Pillar
buildcraftsilicon:plug_facade:0, Facade: Purpur Pillar
buildcraftsilicon:plug_facade:0, Facade: Block of Quartz
buildcraftsilicon:plug_facade:0, Facade: Block of Quartz
buildcraftsilicon:plug_facade:0, Facade: Chiseled Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Chiseled Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Pillar Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Pillar Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Pillar Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Pillar Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Pillar Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Pillar Quartz Block
buildcraftsilicon:plug_facade:0, Facade: Nether Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Nether Quartz Ore
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Mushroom
buildcraftsilicon:plug_facade:0, Facade: Red Nether Brick
buildcraftsilicon:plug_facade:0, Facade: Red Nether Brick
buildcraftsilicon:plug_facade:0, Facade: Red Sandstone
buildcraftsilicon:plug_facade:0, Facade: Red Sandstone
buildcraftsilicon:plug_facade:0, Facade: Chiseled Red Sandstone
buildcraftsilicon:plug_facade:0, Facade: Chiseled Red Sandstone
buildcraftsilicon:plug_facade:0, Facade: Smooth Red Sandstone
buildcraftsilicon:plug_facade:0, Facade: Smooth Red Sandstone
buildcraftsilicon:plug_facade:0, Facade: Block of Redstone
buildcraftsilicon:plug_facade:0, Facade: Block of Redstone
buildcraftsilicon:plug_facade:0, Facade: Redstone Lamp
buildcraftsilicon:plug_facade:0, Facade: Redstone Lamp
buildcraftsilicon:plug_facade:0, Facade: Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Redstone Ore
buildcraftsilicon:plug_facade:0, Facade: Sand
buildcraftsilicon:plug_facade:0, Facade: Sand
buildcraftsilicon:plug_facade:0, Facade: Red Sand
buildcraftsilicon:plug_facade:0, Facade: Red Sand
buildcraftsilicon:plug_facade:0, Facade: Sandstone
buildcraftsilicon:plug_facade:0, Facade: Sandstone
buildcraftsilicon:plug_facade:0, Facade: Chiseled Sandstone
buildcraftsilicon:plug_facade:0, Facade: Chiseled Sandstone
buildcraftsilicon:plug_facade:0, Facade: Smooth Sandstone
buildcraftsilicon:plug_facade:0, Facade: Smooth Sandstone
buildcraftsilicon:plug_facade:0, Facade: Sea Lantern
buildcraftsilicon:plug_facade:0, Facade: Sea Lantern
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Slime Block
buildcraftsilicon:plug_facade:0, Facade: Snow
buildcraftsilicon:plug_facade:0, Facade: Snow
buildcraftsilicon:plug_facade:0, Facade: Soul Sand
buildcraftsilicon:plug_facade:0, Facade: Soul Sand
buildcraftsilicon:plug_facade:0, Facade: Sponge
buildcraftsilicon:plug_facade:0, Facade: Sponge
buildcraftsilicon:plug_facade:0, Facade: Wet Sponge
buildcraftsilicon:plug_facade:0, Facade: Wet Sponge
buildcraftsilicon:plug_facade:0, Facade: White Stained Glass
buildcraftsilicon:plug_facade:0, Facade: White Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Orange Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Orange Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Magenta Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Magenta Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Yellow Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Yellow Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Lime Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Lime Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Pink Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Pink Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Light Gray Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Cyan Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Cyan Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Purple Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Purple Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Blue Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Brown Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Brown Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Green Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Green Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Red Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Red Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Black Stained Glass
buildcraftsilicon:plug_facade:0, Facade: Black Stained Glass
buildcraftsilicon:plug_facade:0, Facade: White Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Terracotta
buildcraftsilicon:plug_facade:0, Facade: Orange Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Terracotta
buildcraftsilicon:plug_facade:0, Facade: Magenta Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Terracotta
buildcraftsilicon:plug_facade:0, Facade: Lime Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Terracotta
buildcraftsilicon:plug_facade:0, Facade: Pink Terracotta
buildcraftsilicon:plug_facade:0, Facade: Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Light Gray Terracotta
buildcraftsilicon:plug_facade:0, Facade: Cyan Terracotta
buildcraftsilicon:plug_facade:0, Facade: Cyan Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Terracotta
buildcraftsilicon:plug_facade:0, Facade: Purple Terracotta
buildcraftsilicon:plug_facade:0, Facade: Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Blue Terracotta
buildcraftsilicon:plug_facade:0, Facade: Brown Terracotta
buildcraftsilicon:plug_facade:0, Facade: Brown Terracotta
buildcraftsilicon:plug_facade:0, Facade: Green Terracotta
buildcraftsilicon:plug_facade:0, Facade: Green Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Terracotta
buildcraftsilicon:plug_facade:0, Facade: Red Terracotta
buildcraftsilicon:plug_facade:0, Facade: Black Terracotta
buildcraftsilicon:plug_facade:0, Facade: Black Terracotta
buildcraftsilicon:plug_facade:0, Facade: Stone
buildcraftsilicon:plug_facade:0, Facade: Stone
buildcraftsilicon:plug_facade:0, Facade: Granite
buildcraftsilicon:plug_facade:0, Facade: Granite
buildcraftsilicon:plug_facade:0, Facade: Polished Granite
buildcraftsilicon:plug_facade:0, Facade: Polished Granite
buildcraftsilicon:plug_facade:0, Facade: Diorite
buildcraftsilicon:plug_facade:0, Facade: Diorite
buildcraftsilicon:plug_facade:0, Facade: Polished Diorite
buildcraftsilicon:plug_facade:0, Facade: Polished Diorite
buildcraftsilicon:plug_facade:0, Facade: Andesite
buildcraftsilicon:plug_facade:0, Facade: Andesite
buildcraftsilicon:plug_facade:0, Facade: Polished Andesite
buildcraftsilicon:plug_facade:0, Facade: Polished Andesite
buildcraftsilicon:plug_facade:0, Facade: Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Mossy Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Mossy Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Chiseled Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: Chiseled Stone Bricks
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: TNT
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: White Wool
buildcraftsilicon:plug_facade:0, Facade: White Wool
buildcraftsilicon:plug_facade:0, Facade: Orange Wool
buildcraftsilicon:plug_facade:0, Facade: Orange Wool
buildcraftsilicon:plug_facade:0, Facade: Magenta Wool
buildcraftsilicon:plug_facade:0, Facade: Magenta Wool
buildcraftsilicon:plug_facade:0, Facade: Light Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Light Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Wool
buildcraftsilicon:plug_facade:0, Facade: Lime Wool
buildcraftsilicon:plug_facade:0, Facade: Lime Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Pink Wool
buildcraftsilicon:plug_facade:0, Facade: Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Light Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Light Gray Wool
buildcraftsilicon:plug_facade:0, Facade: Cyan Wool
buildcraftsilicon:plug_facade:0, Facade: Cyan Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Purple Wool
buildcraftsilicon:plug_facade:0, Facade: Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Blue Wool
buildcraftsilicon:plug_facade:0, Facade: Brown Wool
buildcraftsilicon:plug_facade:0, Facade: Brown Wool
buildcraftsilicon:plug_facade:0, Facade: Green Wool
buildcraftsilicon:plug_facade:0, Facade: Green Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Red Wool
buildcraftsilicon:plug_facade:0, Facade: Black Wool
buildcraftsilicon:plug_facade:0, Facade: Black Wool
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Yellow Glazed Terracotta
buildcraftsilicon:plug_facade:0, Facade: Smooth Brownstone
buildcraftsilicon:plug_facade:0, Facade: Smooth Brownstone
buildcraftsilicon:plug_facade:0, Facade: Rough Brownstone
buildcraftsilicon:plug_facade:0, Facade: Rough Brownstone
buildcraftsilicon:plug_facade:0, Facade: Brownstone Paver
buildcraftsilicon:plug_facade:0, Facade: Brownstone Paver
buildcraftsilicon:plug_facade:0, Facade: Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Cracked Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Fancy Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Fancy Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Square Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Square Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Brownstone Road
buildcraftsilicon:plug_facade:0, Facade: Brownstone Road
buildcraftsilicon:plug_facade:0, Facade: Brownstone Creeperface
buildcraftsilicon:plug_facade:0, Facade: Brownstone Creeperface
buildcraftsilicon:plug_facade:0, Facade: Triangle Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Triangle Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Small Brownstone Bricks
buildcraftsilicon:plug_facade:0, Facade: Small Brownstone Bricks
